sample	CancerType	Cuproptosis_positive	Cuproptosis_negative	Cuproptosis_activity_score	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils	P.value	Correlation	RMSE
TCGA-AA-3949	COAD	0.818644967	0.458085849	0.360559118	0.028853627	0	0.003235332	0.169059583	0	0.073601191	0.057803387	0.087441932	0.021391935	0	0.014222772	0.023403469	0.014705748	0	0.076994501	0.172501702	0.020493858	0.011552231	0	0.196027749	0	0.028710983	0.208	0.051434254	1.074968864
TCGA-AA-3950	COAD	0.612563078	0.294345539	0.318217539	0	0	0.001813008	0.080084773	0	0.096759957	0.025328682	0.019285835	0.012342505	0	0.023920005	0.002118971	0.044037882	0.146804161	0.052316762	0.318795059	0	0	0	0.129679255	0	0.046713144	0.044	0.15490591	1.032525766
TCGA-AA-3952	COAD	0.569018605	-0.6569884	1.226007005	0.08769957	0	0.020893951	0.050371534	0	0.105234896	0	0.070069525	0.025212434	0	0	0.003187221	0	0.10742776	0.052015122	0.398930394	0	0	0	0.027192496	0	0.051765097	0.056	0.138138085	1.035626279
TCGA-AA-3955	COAD	0.754945795	-0.251637945	1.006583741	0.032818354	0	0.017296939	0.034154962	0	0.107431998	0	0.082873028	0.006040622	0	0	0.050198989	0.003194022	0.134082583	0.03716412	0.264937983	0.040183097	0	0.049757564	0.135377083	0	0.004488657	0.19	0.055060955	1.069048593
TCGA-AA-3956	COAD	0.714483353	0.368765402	0.345717952	0.15730138	0	0.171424592	0.088312335	0	0.113964184	0	0.046483365	0.10409656	0	0	0.013107338	0	0.027989525	0.018123144	0.099177051	0.052589709	0.007783749	0.081011614	0.018635454	0	0	0.002	0.398020166	0.920015125
TCGA-AA-3966	COAD	-0.28584741	0.765116498	-1.050963909	0.027552851	0	0.009495159	0.079557799	0	0.040464894	0.033620936	0.050205182	0.015949712	0	0.0132668	0	0.008744535	0.289623976	0.013504911	0.171403525	0	0.01097231	0	0.200026987	0.010608551	0.025001873	0.114	0.094488262	1.073266839
TCGA-AA-3968	COAD	0.602769982	0.325346428	0.277423553	0.005666495	0.047583974	0.022284126	0.140039844	0	0.051889202	0	0.08378517	0.079364641	0	0	0.036616741	0.028255502	0.054319605	0.070231041	0.285729028	0.030452844	0	0	0.063781788	0	0	0.086	0.112551223	1.039430856
TCGA-AA-3970	COAD	0.382760579	0.359392228	0.02336835	0.114502345	0	0.032390127	0.098207287	0	0.090486286	0.025378277	0.117009176	0.02512724	0	0.035913009	0	0.031320934	0.025289822	0.024726377	0.23939173	0.004941563	0	0	0.132549986	0.002765841	0	0.024	0.192579349	1.005338917
TCGA-AA-3971	COAD	0.653478109	-0.404051444	1.057529553	0.149100913	0	0.200807269	0.122180789	0	0.056420902	0	0.03790778	0.057744979	0	0	0.038227006	0	0.002636925	0.033554657	0.236795248	0.001638842	0	0.035647988	0.027336702	0	0	0.002	0.430092864	0.904463007
TCGA-AA-3973	COAD	0.639031737	-0.432601403	1.07163314	0.037385854	0.05461297	0.020540531	0.134998318	0	0.053115334	0.005163569	0.058079189	0.093385787	0	0.045273736	0	0.053782507	0.238185939	0.013573329	0.085675608	0.012659316	0	0	0.093568011	0	0	0.042	0.15864176	1.024042211
TCGA-AA-3975	COAD	0.196510282	0.413997918	-0.217487636	0	0.052859574	0.035378059	0.081861339	0	0.034233185	0.055079514	0.013852879	0.056203095	0	0.058929062	0	0.036903301	0.181175993	0	0.302409265	0.007470109	0.016901765	0	0.06674286	0	0	0.076	0.126893938	1.036532343
TCGA-AA-3976	COAD	0.739266246	0.347678745	0.391587501	0.043540239	0.048531153	0	0.132258031	0	0.133754197	0.005290902	0.063774773	0.058560062	0	0.040782012	0	0.050368742	0	0.027970103	0.236273441	0.075986265	0	0	0.082910081	0	0	0.082	0.118359454	1.033569957
TCGA-AA-3977	COAD	0.590740045	0.583369053	0.007370992	0.024728156	0	0.033738744	0.118055247	0	0	0.021479852	0.134245584	0.026445782	0	0	0.025455853	0	0.087600352	0.07262084	0.263860008	0.034038365	0	0	0.150006372	0	0.007724846	0.082	0.116592457	1.041452357
TCGA-AA-3979	COAD	0.615172076	0.584839039	0.030333036	0.090910604	0	0.051943088	0.022420035	0.065213573	0	0.05865933	0.022313578	0.01588276	0	0.024098619	0	0	0.06578587	0.029436107	0.344773824	0	0	0	0.133401567	0	0.075161044	0.094	0.105761766	1.04514145
TCGA-AA-3980	COAD	0.719791194	-0.299742994	1.019534188	0.014659262	0	0.02194325	0.236554945	0	0.030428245	0.002195085	0.10179936	0.121468112	0	0	0.034457365	0	0.052867538	0.050274001	0.213077953	0.023990597	0	0	0.048546213	0.009873358	0.037864718	0.078	0.12426127	1.043622522
TCGA-AA-3982	COAD	0.589826205	-0.522704134	1.112530338	0.044792026	0	0.011905158	0.14215183	0	0.119496699	0	0.087661304	0.090776319	0	0	0.020965535	0	0.065425892	0.033401482	0.315835863	0.04565436	0.001688808	0.014919773	0	0	0.005324951	0.104	0.096748	1.05150753
TCGA-AA-3984	COAD	0.748472076	0.681304769	0.067167307	0.004229609	0.014724201	0.027862033	0.140305422	0	0.091837134	0.009471836	0.155142845	0.058414993	0	0.048104077	0	0	0.09417836	0.097475437	0.140281619	0.001716263	0.014185633	0	0.10186353	0	0.000207009	0.102	0.099492979	1.054498959
TCGA-AA-3986	COAD	0.626932762	0.383626232	0.243306529	0.035227329	0.009403508	0.136703527	0.176342742	0	0.083318266	0	0.050055398	0.132546155	0	0	0.011946233	0.001862974	0.0404666	0.10924488	0.157959522	0.001903935	0	0	0.042321508	0	0.010697424	0.008	0.25102241	0.990073671
TCGA-AA-3989	COAD	0.575634152	-0.517179754	1.092813906	0.016019948	0.023210381	0.055623834	0.187679302	0	0.053218608	0.0202785	0.060830631	0.034012072	0	0.044247537	0.013093602	0.066413657	0.01544927	0.075912049	0.247056409	0.021419499	0	0	0.065534699	0	0	0.054	0.147179838	1.022879515
TCGA-AA-3994	COAD	0.365338291	0.438371504	-0.073033213	0.022007138	0	0.014846793	0.09791368	0	0.220763085	0.000618801	0.027150458	0.030655303	0	0.048267626	0	0.024407793	0.069404217	0.014248647	0.316871719	0.001792668	0	0	0.082328757	0.019851478	0.008871836	0.138	0.077787957	1.056340416
TCGA-AA-A004	COAD	-0.550121673	0.440668463	-0.990790136	0.073625565	0.002762924	0.019655955	0.142350805	0	0.138431219	0	0.151685992	0.101458246	0	0	0.105196435	0	0.179807576	0.03359017	0.04229218	0	0	0	0.009142932	0	0	0.084	0.11535818	1.066984495
TCGA-AA-A00A	COAD	0.627020655	-0.421104966	1.048125621	0.059240179	0	0.051879721	0.120326029	0	0.001418833	0	0.121144411	0.056633158	0	0	0.08024967	0.005411833	0.078255344	0.100359254	0.202074711	0	0	0	0.121309593	0	0.001697265	0.04	0.162155398	1.025983677
TCGA-AA-A00D	COAD	0.508720237	0.614345113	-0.105624876	0.019794119	0.00978329	0.037563436	0.218902577	0	0	0.027377767	0.088628341	0.06710826	0	0	0.078791765	0.02636071	0	0.117604111	0.270985925	0.016352442	0	0.004729542	0.013297498	0	0.002720218	0.098	0.102986662	1.054170927
TCGA-AA-A00E	COAD	0.403004543	0.441867861	-0.038863318	0.102405157	0	0.000404591	0.084351595	0	0.063309416	0	0.120689618	0.01354893	0	0	0.041838797	0	0.188474131	0.099987201	0.211793432	0.010910664	0	0	0.062286469	0	0	0.052	0.148353008	1.031162498
TCGA-AA-A00F	COAD	0.365927848	0.352764681	0.013163168	0	0.06324048	0.104143245	0.057845738	0	0.088931158	0	0.159265394	0.038563747	0	0	0.037958125	0.004640663	0.074738751	0.01064543	0.266396819	0	0.028970835	0.021599417	0.043060198	0	0	0.01	0.240968182	0.986568528
TCGA-AA-A00J	COAD	0.69466376	-0.378845641	1.073509401	0	0.0022147	0.036740086	0.099868047	0	0.031188407	0.011275291	0.061585655	0.036465404	0	0.035393407	0	0	0.194737455	0.058470352	0.280650975	0	0	0	0.143629679	0	0.007780542	0.08	0.12142698	1.047889115
TCGA-AA-A00K	COAD	0.680931029	-0.401077705	1.082008734	0.016525866	0.033867416	0.050984292	0.054718987	0	0.066848926	0.015227358	0.058940695	0.116547841	0	0.030385858	0	0	0.159824489	0.01454872	0.256938149	0	0	0	0.124641401	0	0	0.056	0.140288866	1.031883275
TCGA-AA-A00L	COAD	0.526598143	0.305151787	0.221446356	0	0.002849708	0.191638638	0.109348595	0.05380453	0.035068882	0.050681278	0.012769968	0.054477993	0	0	0.042747611	0.00114216	0.148485467	0.016367123	0.185551687	0	0.022070425	0	0.072995937	0	0	0.008	0.255233799	0.985847961
TCGA-AA-A00N	COAD	0.622717368	0.61392336	0.008794007	0.005959808	0.018803965	0.000830892	0.072750559	0	0.115060768	0	0.015011419	0.033327848	0	0.030900315	0	0	0.269262042	0.005322062	0.227175332	0.003627258	0	0	0.172760767	0	0.029206966	0.062	0.132711597	1.054103816
TCGA-AA-A00O	COAD	0.622752315	0.649507105	-0.02675479	0.010581739	0	0.01996385	0.069669708	0	0.080732529	0	0.104167548	0.059488903	0	0.057747818	0	0	0.275515617	0.052928305	0.216741533	0	0	0	0.052462451	0	0	0.072	0.128240335	1.046597514
TCGA-AA-A00Q	COAD	0.605482148	0.349764252	0.255717896	0.040767289	0	0.058110797	0.150093521	0	0.043489582	0.017259289	0.079439689	0.092331404	0	0	0.024202771	0.028785095	0.046041938	0.126592546	0.241884763	0.030457341	0	0.020543974	0	0	0	0.054	0.145817097	1.02830217
TCGA-AA-A00R	COAD	0.498434048	-0.331259204	0.829693252	0.023232521	0	0.001438385	0.227502548	0	0	0.118860349	0.110217051	0.021033879	0	0.038296927	0.046346463	0.025880956	0.07270103	0.112897036	0.13730154	0.017384329	0	0	0.046906986	0	0	0.168	0.064267693	1.071999426
TCGA-AA-A00U	COAD	0.574826377	0.47294318	0.101883197	0	0	0.073710124	0.166761929	0	0.130776901	0	0.242330385	0.058718888	0	0	0.033974957	0.01408804	0.040749591	0.047808386	0.149610499	0	0	0	0.0414703	0	0	0.086	0.110861527	1.064043378
TCGA-AA-A00W	COAD	0.545534809	0.620278698	-0.074743889	0.024774221	0.015909003	0.128102101	0.169700325	0	0	0	0.168892849	0.110467486	0	0.073952204	0.003461194	0.031175328	0.026515475	0	0.102792838	0	0.060980718	0	0.083276257	0	0	0.01	0.228694679	0.99998123
TCGA-AA-A00Z	COAD	0.521275463	0.487830775	0.033444689	0.046906531	0	0.102225793	0.108056944	0	0.045356423	0	0.088777962	0.095565141	0	0	0.020258709	0.009410372	0.054418614	0.132047951	0.260123417	0	0.002634968	0.034217174	0	0	0	0.022	0.201455778	1.007088362
TCGA-AA-A010	COAD	0.742962515	0.593409707	0.149552808	0.073100973	0	0.086105473	0.14684425	0	0.026641118	0.008248099	0.098923665	0.057183969	0	0	0.037704296	0.004017986	0.07739915	0.090089073	0.221083997	0	0	0	0.072657952	0	0	0.01	0.227061638	0.994053973
TCGA-AA-A017	COAD	0.553409344	0.392439354	0.160969989	0.038509571	0	0.131418626	0.123386035	0	0.113529414	0	0.080725455	0.047398024	0	0	0.085988467	0.015992006	0.102945756	0.016823566	0.143186894	0	0.019898875	0	0.047731209	0	0.032466102	0.01	0.237755313	0.991845654
TCGA-AA-A01C	COAD	0.228857694	-0.324107526	0.552965219	0.062994827	0	0.067212788	0.124252876	0	0.055007001	0	0.180812034	0.008676094	0	0	0.083366587	0.008105437	0.066716703	0.074856755	0.264160477	0	0	0	0.003838421	0	0	0.038	0.173261806	1.020374261
TCGA-AA-A01D	COAD	0.364793737	0.66199253	-0.297198792	0.001838236	0.019806172	0	0	0	0.04607827	0	0.038052978	0.044993297	0	0.029389327	0.008888329	0	0.569555581	0.010920623	0.150310336	0	0	0	0.080166851	0	0	0.002	0.382270883	0.955069152
TCGA-AA-A01F	COAD	0.622112288	0.611027983	0.011084306	0.000419202	0	0	0.069466614	0	0.165675091	0.10328103	0.050020189	0.138003315	0	0	0.058403406	0.030743325	0.131238334	0.022195617	0.098148076	0	0	0	0.132405802	0	0	0.496	0.004971768	1.100884839
TCGA-AA-A01G	COAD	0.473719195	0.715265446	-0.241546251	0	0.092145107	0.042192092	0.251347199	0	0.013936529	0	0.11184214	0.037044446	0	0	0.072968369	0.02419292	0.094317499	0.011322235	0.067853056	0.002301871	0.024189269	0	0.13192018	0.022427087	0	0.024	0.193918994	1.015977336
TCGA-AA-A01I	COAD	0.782629999	0.44824565	0.33438435	0.014129851	0.001408194	0.042033032	0.067924215	0	0.267295645	0	0.013896429	0	0	0	0.013766363	0.040150891	0	0.078540078	0.177862779	0.09984777	0	0	0.167073742	0.016071012	0	0.134	0.080690389	1.051346266
TCGA-AA-A01K	COAD	0.57102546	0.538734227	0.032291232	0	0.03890677	0.038344235	0.074867731	0	0	0	0.141224731	0.107867433	0	0.010240866	0	0	0.165383955	0.021465476	0.254899184	0.001585913	0	0	0.145213705	0	0	0.084	0.113069722	1.047728061
TCGA-AA-A01P	COAD	-0.241578565	-0.494537402	0.252958837	0.039640319	0	0.074165707	0.220448243	0	0	0.022650931	0.093919747	0.090779084	0	0.023437085	0.044081673	0.003102982	0.0654903	0.108709742	0.188670186	0	0	0	0.019419055	0	0.005484946	0.04	0.165089956	1.027059061
TCGA-AA-A01Q	COAD	0.702601502	0.52354418	0.179057322	0	0.026540841	0.050846627	0.175499052	0	0	0	0.210251701	0.073659537	0	0.019871068	0.090572085	0.006245457	0.015977322	0.06363201	0.245672519	0.014537073	0	0	0.006694709	0	0	0.04	0.165013785	1.032511127
TCGA-AA-A01R	COAD	-0.402798473	-0.536317431	0.133518958	0.01504979	0.025143402	0	0.232458054	0	0	0	0.134257308	0.154309342	0	0	0.162711141	0	0.094133882	0.031453415	0.12269312	0.014724849	0	0.013065697	0	0	0	0.054	0.143123719	1.063916347
TCGA-AA-A01S	COAD	0.486548096	0.529055171	-0.042507075	0	0.176670004	0.10130478	0.129835396	0.039392876	0.021748178	0	0.034812779	0	0	0	0.029130098	0.032156213	0.089485148	0	0.188146082	0.007398657	0	0	0.149919789	0	0	0.172	0.06125309	1.070199045
TCGA-AA-A01T	COAD	0.261772406	-0.753658141	1.015430547	0.026877569	0	0.129274524	0.122220609	0	0	0	0.073163997	0.227495281	0	0.015678399	0.000178512	0.012552648	0.065126481	0.095196843	0.109713085	0	0.009031878	0	0.113490174	0	0	0.226	0.046180085	1.080281053
TCGA-AA-A01V	COAD	0.337652184	0.414067219	-0.076415035	0.051402254	0	0.04561667	0.130385781	0	0.089927297	0.022598335	0.232130973	0.178296596	0	0.009855903	0	0	0	0.024441873	0.133095684	0	0.007440508	0	0.074808125	0	0	0.078	0.122440301	1.066182821
TCGA-AA-A01X	COAD	0.677759199	-0.282021153	0.959780352	0.288608558	0	0.024614101	0.086626953	0	0.186509991	0	0.136580195	0.008160715	0	0	0.025293409	0.014816766	0.030983154	0.010914201	0.149051632	0.023819299	0.003685988	0	0.010335038	0	0	0.008	0.251464775	0.996315772
TCGA-AA-A01Z	COAD	0.733239652	0.593166371	0.140073281	0.006595009	0.021065422	0.044099897	0.033047225	0	0.230443413	0	0.129548919	0	0	0.022250859	0.022229348	0	0.129507301	0	0.195084318	0	0.00180149	0	0.164326798	0	0	0.18	0.059660857	1.07122898
TCGA-AA-A022	COAD	0.463727437	-0.465561479	0.929288916	0	0.012739886	0.039282043	0.43331065	0	0	0.054522338	0.09085092	0.09651769	0	0	0.063339888	0.030454642	0	0.026675304	0.075672921	0.008291403	0.000327771	0	0.068014544	0	0	0.1	0.101966315	1.089647556
TCGA-AA-A024	COAD	0.666297363	-0.243463352	0.909760715	0	0.03692135	0.032917735	0.125964125	0	0.061922422	0	0.163746523	0.001616886	0	0	0	0	0.261744106	0	0	0.010271124	0.007755574	0	0.260802574	0.036337583	0	0.128	0.084841423	1.081659883
TCGA-AA-A029	COAD	0.475734765	0.41479395	0.060940815	0	0.037576088	0.032524812	0.112108007	0	0	0	0.13046406	0.025191499	0.032039668	0	0.04411242	0	0.19489269	0.021569059	0.165978932	0.011817067	0	0	0.191725699	0	0	0.136	0.080285087	1.068378687
TCGA-AA-A02E	COAD	0.411876214	-0.69172429	1.103600504	0	0.005362729	0.092156992	0.169408682	0	0.005834129	0	0.096353842	0.13447705	0	0	0.040062913	0.016709622	0.090065717	0.003110325	0.255815629	0.012718253	0.011370562	0	0.066278196	0.000275361	0	0.084	0.1147485	1.043562203
TCGA-AA-A02F	COAD	0.456295259	0.445472721	0.010822538	0.081924421	0	0.033615733	0.171783607	0	0.021740105	0.011750788	0.024663174	0.024029011	0	0.028962559	0	0.00967251	0.270167984	0.056937109	0.182074608	0	0	0	0.082678391	0	0	0.226	0.046831791	1.07756903
TCGA-AA-A02H	COAD	0.497070649	0.445999588	0.051071061	0	0.091295202	0.08019612	0.19623569	0	0.118743747	0	0.073936446	0	0	0.054784392	0	0.027393204	0.043560077	0.024991686	0.247521049	0.009244802	0	0	0.032097586	0	0	0.008	0.242005282	0.987571601
TCGA-AA-A02J	COAD	0.557468942	-0.564395402	1.121864344	0.024897703	5.04E-05	0.135083355	0.057013619	0	0.193919289	0.041357379	0.062229176	0.036695711	0	0.059723769	0	0.034683604	0.112466942	0	0.042935224	0	0.009950175	0	0.188993701	0	0	0.128	0.085592175	1.061651889
TCGA-AA-A02K	COAD	0.580622499	0.626967777	-0.046345278	0	0.081406415	0.114616306	0.134047193	0	0	0	0.034351841	0.041026909	0	0.036243369	0.005870717	0.003201715	0.258396399	0.007453304	0.204219086	0	0	0	0.051208914	0	0.027957833	0.036	0.177725124	1.023245033
TCGA-AA-A02O	COAD	-0.365532012	-0.642459127	0.276927115	0	0.01547933	0.109328583	0.168066206	0	0.075882132	0.008277651	0.149123034	0.114506264	0	0.01398386	0.004342415	0.036047314	0.066655591	0.003644774	0.153853153	0.008394483	0	0	0.07241521	0	0	0.024	0.186315625	1.018034939
TCGA-AA-A02R	COAD	0.626420128	-0.372122809	0.998542937	0.022007549	0	0.000960964	0.220871659	0	0	0.104907263	0.099086126	0.021061886	0	0.005993145	0.045870638	0.034529221	0.016750273	0.198335606	0.179097007	0.028903425	0	0.021625236	0	0	0	0.078	0.124476608	1.055406935
TCGA-AA-A02W	COAD	0.627549458	0.515137207	0.112412251	0.079807114	0	0.10266531	0.162555663	0	0.113395922	0	0.106093674	0.008866921	0	0	0.09529837	0.011565224	0.037536177	0.081848992	0.135513173	0.024841135	0	0.040012324	0	0	0	0.008	0.241769057	0.992105751
TCGA-AA-A02Y	COAD	0.629072368	0.381360603	0.247711765	0	0.002887972	0.008448867	0.235530786	0	0.126070288	0.024706711	0.158770503	0.078467607	0	0	0.051610821	0.015693303	0	0.134415371	0.052699453	0.008013158	0.006606027	0	0.096079134	0	0	0.146	0.073876697	1.100282861
TCGA-AA-A03F	COAD	0.21906921	-0.383748699	0.602817909	0	0.058472963	0.211389448	0.07321777	0	0.07661089	0	0.042225021	0.045536002	0	0.10019487	0	0.002816148	0.092240171	0	0	0.001499939	0.04401537	0	0.246649366	0	0.005132043	0.002	0.35281173	0.950236678
TCGA-AA-A03J	COAD	-0.254673925	0.473210459	-0.727884384	0.008338107	0.015176599	0.02657771	0.277903947	0	0	0	0.089187874	0.08492066	0	0	0.093793644	0.033559783	0.034319031	0.078630865	0.196650094	0.01862407	0	0	0.042317615	0	0	0.1	0.101076088	1.060828775
TCGA-AD-5900	COAD	0.653400447	-0.484919857	1.138320304	0.091864046	0	0.013603099	0.234005286	0	0.041453361	0	0.079851478	0.06146913	0	0	0.052925541	0	0.079686017	0.087001849	0.220634488	0	0	0.037505706	0	0	0	0.052	0.148391526	1.031492243
TCGA-AD-6548	COAD	0.476650446	0.414055242	0.062595204	0.089686739	0	0.03780483	0.109754267	0	0.124395053	0	0.067723627	0	0	0	0.03695991	0.018269749	0.163670591	0.095946993	0.199376584	0	0	0	0.054936645	0	0.001475012	0.024	0.188885492	1.010718004
TCGA-AD-6888	COAD	0.587495239	0.493238553	0.094256686	0.070950916	0	0.121179098	0.088231766	0	0.174311019	0	0.08671022	0.024276619	0	0	0.091604219	0.008881392	0.108591763	0.042605564	0.120097747	0	0.044668562	0.017891116	0	0	0	0.022	0.200860637	1.009163816
TCGA-AD-6889	COAD	0.73061072	-0.639842566	1.370453286	0	0	0.035472025	0.032975358	0	0.218930743	0.000348492	0.091397199	0.014523737	0	0.03097403	0	0	0.137454438	0.032611936	0.180212543	0	0.001269297	0	0.200906002	0	0.022924199	0.128	0.085489031	1.061517893
TCGA-AD-6890	COAD	0.4137082	-0.546261711	0.95996991	0.008428392	0.022811916	0.082156311	0.146688378	0	0.05763777	0.115546451	0.030286918	0	0	0.063691069	0	0	0.256602137	0.083850811	0.09255615	0.002786444	0	0	0.036957255	0	0	0.038	0.174392883	1.018447607
TCGA-AD-6895	COAD	-0.486116688	0.549139673	-1.035256361	0.000510275	0	0	0.25074503	0	0	0.043986062	0.231521675	0	0	0.020708856	0.067561858	0	0.081512636	0.090596941	0.168435959	0	0	0.043194087	0	0	0.001226621	0.024	0.192430354	1.023708337
TCGA-AD-6899	COAD	-0.343796665	0.5742453	-0.918041965	0.04714543	0	0.023241429	0.117589759	0	0.194690727	0	0.031043621	0.060691774	0	0	0.003803593	0	0.170245861	0.106734232	0.212305518	0.00231944	0	0	0.011055168	0.019133447	0	0.118	0.090042717	1.05779685
TCGA-AD-6901	COAD	-0.352675104	-0.495906205	0.143231101	0	0.006851979	0.015655916	0.1078672	0	0.08691713	0	0.063724113	0.062508689	0	0	0.052856	0.007958273	0.169015382	0.121682255	0.254077968	0.001104405	0	0.04978069	0	0	0	0.084	0.11321037	1.048271365
TCGA-AD-6963	COAD	0.66719317	0.599474779	0.067718391	0.022569705	0	0.024555901	0.259690786	0	0.058214822	0.070818018	0.112509738	0	0	0.019065224	0	0.007631512	0.111325442	0.092005715	0.090217544	0.001606661	0	0	0.085275434	0	0.044513496	0.102	0.100465423	1.053096863
TCGA-AD-6964	COAD	0.547567901	-0.609025779	1.156593681	0.017420757	0	0.007944514	0.198189466	0	0.069948904	0	0.142499802	0.047919741	0	0	0.018579551	0.016024447	0.057559666	0.106948178	0.244337122	0.032941042	0	0	0.03968681	0	0	0.218	0.048509811	1.076363743
TCGA-AD-6965	COAD	0.545020372	0.338064296	0.206956077	0.061046543	0.067888631	0	0.201825553	0	0.108720598	0.052580047	0	0.014488678	0	0.048986766	0.019380123	0.030928664	0.212901484	0.015430924	0.134904456	0	0	0.017617715	0.013299817	0	0	0.034	0.180074156	1.015976181
TCGA-AD-A5EJ	COAD	0.527787927	0.600146874	-0.072358947	0	0.011481179	0.027183955	0.065749808	0	0.140107478	0	0.048102475	0.022479348	0	0.107685812	0	0	0.225175787	0.0325553	0.195786936	0	0	0	0.115537198	0	0.008154725	0.194	0.053658357	1.074588639
TCGA-AD-A5EK	COAD	0.518675925	0.501148008	0.017527917	0.01635834	0	0.018838014	0.079895064	0	0.19219449	0	0.177570231	0	0	0.058358135	0	0.033452117	0.141313198	0.011255372	0.196124161	0	0.021047693	0	0.053593185	0	0	0.358	0.024112529	1.083403012
TCGA-AM-5820	COAD	0.672859951	0.74302481	-0.070164859	0.010234437	0.017424442	0	0.150716931	0	0.08304787	0	0.007721052	0.000507306	0	0	0.007117647	0.0479809	0	0.0077437	0.474938516	0.033157157	0	0	0.139837397	0.019572646	0	0.172	0.06209691	1.073954345
TCGA-AM-5821	COAD	0.370329766	0.382891433	-0.012561667	0.066080941	0	0.045700637	0.223080742	0	0	0.024412944	0.051538619	0	0	0	0.075121013	0.0103846	0.021840851	0.21853917	0.133584909	0	0	0	0.102425208	0	0.027290363	0.06	0.134446549	1.061673676
TCGA-AU-3779	COAD	0.466488614	-0.666459291	1.132947905	0.016980906	0	0.035904347	0.02685893	0	0.245289869	0	0.07061003	0.090127404	0	0.02865678	0	0.000623686	0.216510802	0.020615548	0.157947492	0	0.025266668	0	0.0504814	0	0.014126138	0.168	0.065163823	1.067972512
TCGA-AU-6004	COAD	0.552649996	0.402067414	0.150582582	0.069567776	0	0.005033731	0.062016037	0	0.140335812	0.009819901	0.037155071	0.033607986	0	0.05088423	0	0	0.215570357	0.057824722	0.282736181	0.010806343	0	0	0.020922435	0	0.003719419	0.084	0.114463163	1.046866036
TCGA-AY-4070	COAD	0.43141436	0.590731059	-0.159316699	0.041730906	0.000987345	0.10723502	0.140449766	0	0.206421149	0	0.2203391	0.085377291	0	0	0.012290049	0.014638287	0.027195602	0.03498276	0.066625141	0.002163512	0.015333791	0	0.02423028	0	0	0.036	0.176717291	1.043856547
TCGA-AY-4071	COAD	0.487541754	-0.377686608	0.865228362	0.046713756	0	0.041534349	0.128323153	0	0.2149965	0	0.105362885	0.08997686	0	0.022206847	0	0.009572391	0.020952279	0.056702769	0.18301539	0.022898967	0	0	0.057743853	0	0	0.086	0.110602016	1.050784269
TCGA-AY-5543	COAD	0.677495278	0.373339048	0.304156229	0.045226246	0.015671737	0.038147427	0.115973454	0	0.137563763	0.028773096	0.13706107	0.01551529	0	0.004512053	0.01662578	0	0.0746471	0.0859049	0.166754974	0	0.020997309	0	0.096625799	0	0	0.054	0.144114609	1.029576066
TCGA-AY-6196	COAD	-0.767391379	-0.32778152	-0.439609859	0.02310849	0.04950976	0.031008045	0.10781051	0	0.183829811	0	0.105968896	0.043095107	0	0	0.015198749	0.066459959	0.01341714	0.0457701	0.28184353	0.007346204	0	0	0.02443495	0	0.001198749	0.056	0.139004574	1.030357898
TCGA-AY-6197	COAD	0.560020278	0.500361955	0.059658323	0.041307059	0	0.064098325	0.053759084	0	0.209496757	0.068277675	0.03425565	0.001580301	0	0.077739403	0	0	0.125031194	0.023681152	0.129463082	0	0.006042428	0	0.1514942	0	0.013773691	0.04	0.165052073	1.018918512
TCGA-AY-6386	COAD	0.516028787	-0.323971974	0.840000761	0.012564321	0	0.040500977	0.037336362	0	0.150297803	0	0.068683942	0.04844971	0	0.04400189	0	0	0.321359063	0.038163286	0.094917513	0	0	0	0.142357953	0	0.001367179	0.158	0.068511598	1.077171422
TCGA-AY-A54L	COAD	0.666899864	0.30659482	0.360305045	0.026874271	0	0.1797987	0.124723577	0	0.267840525	0.053677261	0.020120927	0	0	0.034562304	0.007041481	0.028699592	0.048572893	0	0	0.024123114	0.015560717	0	0.162207009	0.006197629	0	0.006	0.267771122	0.9868767
TCGA-AY-A69D	COAD	0.684312006	-0.637563147	1.321875153	0.09263404	0.053936793	0.041965133	0.041747225	0	0.153246064	0	0.112250325	0.007675343	0	0.078098062	0	0.023387363	0.025989167	0.003822828	0.191498419	0	0.035906031	0	0.137843208	0	0	0.01	0.234698762	0.988416944
TCGA-AY-A71X	COAD	0.456427789	-0.593503847	1.049931636	0	0.090196016	0.093330398	0.103007757	0.012134627	0.147019921	0	0.032557569	0.034196384	0	0.041679672	0	0.021659044	0.179525667	0.00050191	0.120778622	0.00066756	0.007777983	0	0.114966871	0	0	0.038	0.172547644	1.018272558
TCGA-AY-A8YK	COAD	0.464493794	-0.54982255	1.014316343	0	0.11298097	0.082668643	0.070974505	0	0.209143014	0.058074644	0	0.033108248	0	0.153928209	0	0.018324342	0.146115189	0	0.030727687	0	0.034685912	0	0.049268634	0	0	0.008	0.25298602	0.985808588
