sample	PATIENT	cancer	TN	FDX1	LIAS	LIPT1	DLD	DLAT	PDHA1	PDHB	MTF1	GLS	CDKN2A
TCGA-B0-4718-11	TCGA-B0-4718	KIRC	normal	0.16735555	0.047578853	0.033343882	0.23449275	0.1002479	0.057166	0.046332711	0.029058071	0.127699796	0.178786375
TCGA-B0-4810-01	TCGA-B0-4810	KIRC	tumor	0.109076267	0.040212345	0.074882391	0.252056525	0.069698425	0.05897358	0.049087514	0.031258114	0.135721445	0.2069638
TCGA-B0-4810-11	TCGA-B0-4810	KIRC	normal	0.1643578	0.033419751	0.072361327	0.249301175	0.09718025	0.0574849	0.044275157	0.027982047	0.132976564	0.101679725
TCGA-B0-4811-01	TCGA-B0-4811	KIRC	tumor	0.158205617	0.038330135	0.072522345	0.2550053	0.08279965	0.0563801	0.043409194	0.031234514	0.140677916	0.234063425
TCGA-B0-4811-11	TCGA-B0-4811	KIRC	normal	0.143948817	0.039676607	0.070580909	0.244470325	0.0814901	0.05014238	0.043838561	0.0315721	0.123366303	0.141430525
TCGA-B0-4813-01	TCGA-B0-4813	KIRC	tumor	0.162159733	0.05618332	0.044671664	0.244478475	0.08133235	0.0503159	0.043191744	0.029113229	0.13821035	0.26663465
TCGA-B0-4813-11	TCGA-B0-4813	KIRC	normal	0.149474683	0.046250973	0.031853364	0.2300207	0.09975575	0.0484759	0.044118667	0.027374871	0.126670663	0.14328485
TCGA-B0-4814-01	TCGA-B0-4814	KIRC	tumor	0.119241983	0.047478193	0.072231882	0.24708255	0.07188645	0.05138294	0.045372278	0.028517743	0.103493975	0.170240025
TCGA-B0-4814-11	TCGA-B0-4814	KIRC	normal	0.141872633	0.05194886	0.067491636	0.242207	0.084293625	0.04970726	0.042325622	0.027547843	0.118459474	0.108320775
TCGA-B0-4815-01	TCGA-B0-4815	KIRC	tumor	0.110587167	0.037918318	0.033939309	0.2432123	0.093154	0.0532499	0.060271918	0.031206684	0.108806929	0.2198636
TCGA-B0-4815-11	TCGA-B0-4815	KIRC	normal	0.124849567	0.037786433	0.033167982	0.24623065	0.05436375	0.04376372	0.0435414	0.025713657	0.117885071	0.13820465
TCGA-B0-4816-01	TCGA-B0-4816	KIRC	tumor	0.125229083	0.038236617	0.040547795	0.253473125	0.08827895	0.04559522	0.040153167	0.031177237	0.136207511	0.125096763
TCGA-B0-4816-11	TCGA-B0-4816	KIRC	normal	0.15438235	0.040830797	0.028075045	0.237120925	0.058924925	0.0446054	0.044104033	0.026974257	0.134375438	0.16928775
TCGA-B0-4817-01	TCGA-B0-4817	KIRC	tumor	0.08928655	0.04871968	0.078671227	0.244417325	0.075151125	0.0566004	0.040354458	0.027449771	0.11835957	0.0755001
TCGA-B0-4817-11	TCGA-B0-4817	KIRC	normal	0.140671033	0.044274947	0.066347336	0.236451803	0.101181225	0.0518322	0.045824559	0.028419871	0.12099442	0.1438452
TCGA-B0-4818-01	TCGA-B0-4818	KIRC	tumor	0.131961567	0.037109943	0.032855182	0.2438677	0.055476375	0.3976898	0.050156044	0.027414743	0.132504263	0.227683375
TCGA-B0-4818-11	TCGA-B0-4818	KIRC	normal	0.130542883	0.03767629	0.033586445	0.240863125	0.0646656	0.360588	0.041894333	0.027810471	0.126852888	0.15505725
TCGA-B0-4819-01	TCGA-B0-4819	KIRC	tumor	0.10421015	0.048147433	0.035917045	0.22965265	0.0775205	0.36380644	0.0542949	0.028625514	0.112678838	0.19583
TCGA-B0-4819-11	TCGA-B0-4819	KIRC	normal	0.134154733	0.053945287	0.035316327	0.238645225	0.09458455	0.27876926	0.045392973	0.028363886	0.118747629	0.115626725
TCGA-B0-4821-01	TCGA-B0-4821	KIRC	tumor	0.09630455	0.03525093	0.067136682	0.216908	0.06890775	0.446811	0.0410506	0.026371914	0.102874439	0.088256725
TCGA-B0-4821-11	TCGA-B0-4821	KIRC	normal	0.113809017	0.038931941	0.067824873	0.2437996	0.055008775	0.325485	0.045078232	0.029640886	0.132086649	0.1768006
TCGA-B0-4822-01	TCGA-B0-4822	KIRC	tumor	0.120042883	0.05158598	0.035491755	0.24378555	0.100629775	0.04925276	0.043214367	0.031850843	0.119520763	0.23290145
TCGA-B0-4822-11	TCGA-B0-4822	KIRC	normal	0.1496589	0.046488627	0.030568073	0.249611975	0.11372305	0.04876068	0.041919989	0.029467786	0.114457665	0.176248025
TCGA-B0-4823-01	TCGA-B0-4823	KIRC	tumor	0.1110714	0.046326876	0.034369873	0.224486475	0.059174925	0.04664886	0.050258511	0.027292886	0.136371654	0.212066225
TCGA-B0-4823-11	TCGA-B0-4823	KIRC	normal	0.139046033	0.04680888	0.047949564	0.2441994	0.06144595	0.0456409	0.052858933	0.029314657	0.13350327	0.200030225
TCGA-B0-4824-01	TCGA-B0-4824	KIRC	tumor	0.171638217	0.048049233	0.068208191	0.24557295	0.0807852	0.3826308	0.066028144	0.031418629	0.126927513	0.235722225
TCGA-B0-4824-11	TCGA-B0-4824	KIRC	normal	0.141283317	0.046267087	0.072111109	0.2409985	0.10110905	0.3472804	0.044693823	0.0261577	0.120150173	0.146845725
TCGA-B0-4827-01	TCGA-B0-4827	KIRC	tumor	0.099444617	0.048317343	0.028595518	0.238123525	0.0691313	0.4202294	0.052886944	0.027074671	0.107419543	0.244147625
TCGA-B0-4827-11	TCGA-B0-4827	KIRC	normal	0.14969415	0.048145669	0.039672336	0.240662775	0.0764453	0.3674114	0.042477612	0.027423757	0.13292069	0.211192175
TCGA-B0-4828-01	TCGA-B0-4828	KIRC	tumor	0.1544746	0.056799633	0.040892218	0.2506711	0.11560545	0.05085088	0.043992498	0.033006914	0.110554343	0.25939875
TCGA-B0-4828-11	TCGA-B0-4828	KIRC	normal	0.168720233	0.052008567	0.039553509	0.237403775	0.10649485	0.05134724	0.042330633	0.0277581	0.120248503	0.18896875
TCGA-B0-4841-01	TCGA-B0-4841	KIRC	tumor	0.112937567	0.048328993	0.0332599	0.242730975	0.097797075	0.04987212	0.04198021	0.027235814	0.115947699	0.107892475
TCGA-B0-4841-11	TCGA-B0-4841	KIRC	normal	0.112816633	0.053068587	0.039155227	0.245900775	0.087321125	0.05233362	0.046880767	0.028252929	0.115778323	0.12670185
TCGA-B0-4842-01	TCGA-B0-4842	KIRC	tumor	0.089713667	0.04810207	0.081740645	0.246844325	0.063036475	0.4225052	0.043725558	0.023176243	0.112325725	0.113026325
TCGA-B0-4842-11	TCGA-B0-4842	KIRC	normal	0.123553183	0.053260827	0.086698227	0.2488836	0.079350025	0.3381884	0.0429412	0.027994257	0.11593369	0.131099875
TCGA-B0-4843-01	TCGA-B0-4843	KIRC	tumor	0.1136364	0.055738391	0.0783267	0.236363025	0.096190825	0.06144328	0.051034644	0.0286243	0.118941475	0.1318258
TCGA-B0-4843-11	TCGA-B0-4843	KIRC	normal	0.11343725	0.053452287	0.082534555	0.238103875	0.105239875	0.05202392	0.037726636	0.029960186	0.116139485	0.153257825
TCGA-B0-4844-01	TCGA-B0-4844	KIRC	tumor	0.160872167	0.04625734	0.0292632	0.2229538	0.1138327	0.05470728	0.046530167	0.027592043	0.128421681	0.154440275
TCGA-B0-4844-11	TCGA-B0-4844	KIRC	normal	0.114865033	0.039481145	0.0277983	0.23678305	0.13285755	0.05262106	0.042947762	0.026338034	0.121314056	0.103957375
TCGA-B0-4845-01	TCGA-B0-4845	KIRC	tumor	0.103479817	0.046081218	0.039776755	0.239111275	0.103967475	0.05492726	0.042685254	0.0271968	0.122669139	0.2530629
TCGA-B0-4845-11	TCGA-B0-4845	KIRC	normal	0.148210433	0.037805627	0.028819182	0.238529775	0.0703413	0.04740618	0.041348422	0.024880786	0.124270868	0.208153975
TCGA-B0-4846-01	TCGA-B0-4846	KIRC	tumor	0.182310317	0.057823775	0.040537764	0.214334425	0.1205587	0.3658196	0.077251771	0.030678814	0.124777294	0.239132975
TCGA-B0-4846-11	TCGA-B0-4846	KIRC	normal	0.135990817	0.05064456	0.049098736	0.23585575	0.07912865	0.3632688	0.043357422	0.028920386	0.120220848	0.153120275
TCGA-B0-4847-01	TCGA-B0-4847	KIRC	tumor	0.15967595	0.050068987	0.069653009	0.243313625	0.08643985	0.06213614	0.055880389	0.030432786	0.1287541	0.210069025
TCGA-B0-4847-11	TCGA-B0-4847	KIRC	normal	0.150103117	0.0503837	0.069483018	0.238450825	0.081269675	0.05022274	0.045589111	0.0257735	0.123197245	0.1563323
TCGA-B0-4848-01	TCGA-B0-4848	KIRC	tumor	0.0918184	0.039005334	0.043913564	0.220671875	0.091255525	0.04492048	0.047211371	0.027267614	0.117034149	0.114835775
TCGA-B0-4848-11	TCGA-B0-4848	KIRC	normal	0.1386934	0.038322207	0.043411436	0.252423375	0.104736025	0.06159702	0.050192653	0.0302572	0.125879075	0.1653759
TCGA-B0-4849-01	TCGA-B0-4849	KIRC	tumor	0.1006936	0.0571389	0.074849055	0.20777625	0.08654035	0.05533862	0.043231698	0.031511329	0.136524275	0.245611075
TCGA-B0-4849-11	TCGA-B0-4849	KIRC	normal	0.115277167	0.04466652	0.075901845	0.242767525	0.0954453	0.06326972	0.045243249	0.029314243	0.11759775	0.10896215
TCGA-B0-4852-01	TCGA-B0-4852	KIRC	tumor	0.13852585	0.037043363	0.035751545	0.27263535	0.0586722	0.37533528	0.042715311	0.0243563	0.129465508	0.20944255
TCGA-B0-4852-11	TCGA-B0-4852	KIRC	normal	0.136738367	0.039437176	0.029706109	0.24011674	0.080894025	0.34761	0.033686183	0.025410586	0.12962663	0.127576
TCGA-B0-4945-01	TCGA-B0-4945	KIRC	tumor	0.123179917	0.057894167	0.046712827	0.2426966	0.08338205	0.3061072	0.052323522	0.027882957	0.122437193	0.1918893
TCGA-B0-4945-11	TCGA-B0-4945	KIRC	normal	0.1392668	0.053779547	0.043250973	0.258436275	0.0757402	0.3460352	0.046534106	0.028485957	0.13374365	0.126316575
TCGA-B0-5080-01	TCGA-B0-5080	KIRC	tumor	0.097224983	0.034404791	0.028278818	0.226766975	0.072351425	0.04292824	0.053160411	0.023044791	0.130139856	0.213555475
TCGA-B0-5080-11	TCGA-B0-5080	KIRC	normal	0.129839583	0.040048947	0.0392117	0.25263735	0.0763397	0.05125782	0.046692588	0.032677229	0.122464704	0.127344075
TCGA-B0-5083-01	TCGA-B0-5083	KIRC	tumor	0.100945317	0.041511633	0.049086727	0.2558002	0.0505257	0.04401726	0.039697627	0.027281171	0.119236331	0.099538375
TCGA-B0-5083-11	TCGA-B0-5083	KIRC	normal	0.140054217	0.039338553	0.032248564	0.2458014	0.088706575	0.05089208	0.047916992	0.030393029	0.122885056	0.137419575
TCGA-B0-5092-01	TCGA-B0-5092	KIRC	tumor	0.112007783	0.04980394	0.046500518	0.23031205	0.06792265	0.4359308	0.081519344	0.028748771	0.13285235	0.2115499
TCGA-B0-5092-11	TCGA-B0-5092	KIRC	normal	0.1241934	0.049132853	0.033185591	0.243948225	0.080319	0.3632904	0.0455752	0.027319571	0.114332796	0.094505925
TCGA-B0-5094-01	TCGA-B0-5094	KIRC	tumor	0.1216589	0.052395267	0.042913136	0.25381405	0.0731455	0.05724766	0.045850211	0.0284894	0.120519211	0.081378475
TCGA-B0-5094-11	TCGA-B0-5094	KIRC	normal	0.145010333	0.045201805	0.054081327	0.249931425	0.0843349	0.05792154	0.04211869	0.027992357	0.126396441	0.151150625
TCGA-B0-5095-01	TCGA-B0-5095	KIRC	tumor	0.128856383	0.04889582	0.044895236	0.24446745	0.0987266	0.05883402	0.047013344	0.028507071	0.126142125	0.223115125
TCGA-B0-5095-11	TCGA-B0-5095	KIRC	normal	0.147497867	0.05557702	0.043184182	0.2497209	0.0671615	0.04650192	0.043341144	0.026728157	0.132602858	0.17804705
TCGA-B0-5096-01	TCGA-B0-5096	KIRC	tumor	0.09673045	0.0543443	0.049830373	0.2527846	0.06400335	0.4207776	0.040458822	0.028023171	0.0961488	0.123000525
TCGA-B0-5096-11	TCGA-B0-5096	KIRC	normal	0.118512717	0.049664533	0.036223455	0.241932575	0.0757251	0.3239754	0.037117922	0.028078743	0.113202904	0.136663775
TCGA-B0-5097-01	TCGA-B0-5097	KIRC	tumor	0.1027303	0.04410102	0.073229727	0.248583925	0.070587125	0.3777788	0.049554734	0.027603043	0.128666525	0.1939446
TCGA-B0-5097-11	TCGA-B0-5097	KIRC	normal	0.1274645	0.037938173	0.0760579	0.247698525	0.067897475	0.2999252	0.044694983	0.026902129	0.121678938	0.129335625
TCGA-B0-5098-01	TCGA-B0-5098	KIRC	tumor	0.112719017	0.056447653	0.051274709	0.24226705	0.0614911	0.2789948	0.051359744	0.029826329	0.08259247	0.083169625
TCGA-B0-5098-11	TCGA-B0-5098	KIRC	normal	0.14542295	0.05128734	0.038062791	0.248226575	0.1131819	0.414868	0.048163277	0.028494657	0.13330185	0.1946552
TCGA-B0-5099-01	TCGA-B0-5099	KIRC	tumor	0.143543833	0.049243713	0.037701136	0.2540521	0.071130725	0.45217902	0.046196333	0.028123171	0.141776908	0.243889525
TCGA-B0-5099-11	TCGA-B0-5099	KIRC	normal	0.13743965	0.050531253	0.050856055	0.249110175	0.087310525	0.3210758	0.048610597	0.029424529	0.134577188	0.1900045
TCGA-B0-5100-01	TCGA-B0-5100	KIRC	tumor	0.087327717	0.038676811	0.067556355	0.2391041	0.095340675	0.0484787	0.038224556	0.027361	0.08831405	0.214930025
TCGA-B0-5100-11	TCGA-B0-5100	KIRC	normal	0.126550083	0.04758784	0.092493936	0.242699675	0.060695775	0.05596916	0.044819156	0.031650086	0.12349489	0.1489139
TCGA-B0-5102-01	TCGA-B0-5102	KIRC	tumor	0.115461867	0.054416853	0.056993082	0.253472725	0.058819	0.475978	0.043038856	0.033780529	0.130182156	0.220296275
TCGA-B0-5102-11	TCGA-B0-5102	KIRC	normal	0.13463805	0.055098847	0.0500898	0.258096275	0.0681261	0.364609	0.039884312	0.027782514	0.123697783	0.1592753
TCGA-B0-5104-01	TCGA-B0-5104	KIRC	tumor	0.14662255	0.043129467	0.080277636	0.245740275	0.05889965	0.25094098	0.049179144	0.029451943	0.138482219	0.196756675
TCGA-B0-5104-11	TCGA-B0-5104	KIRC	normal	0.148986467	0.045142733	0.080739864	0.253235775	0.100038725	0.3216643	0.042384493	0.025304429	0.125494025	0.135387425
TCGA-B0-5106-01	TCGA-B0-5106	KIRC	tumor	0.082836333	0.051106733	0.042909064	0.24895665	0.068607375	0.0524924	0.043723644	0.026314814	0.131184125	0.10229695
TCGA-B0-5106-11	TCGA-B0-5106	KIRC	normal	0.12919775	0.047724253	0.041028791	0.24479585	0.09223345	0.0516844	0.0419441	0.026591686	0.109562008	0.126243125
TCGA-B0-5107-01	TCGA-B0-5107	KIRC	tumor	0.14841485	0.053374327	0.0408714	0.25364655	0.060169175	0.42621956	0.059615444	0.0256327	0.102050625	0.097661625
TCGA-B0-5107-11	TCGA-B0-5107	KIRC	normal	0.129106083	0.043871329	0.0416208	0.2528808	0.0895267	0.29706664	0.043177171	0.028303114	0.124190563	0.130758525
TCGA-B0-5108-01	TCGA-B0-5108	KIRC	tumor	0.083165517	0.055339027	0.045493173	0.24695465	0.071086375	0.0509435	0.040293752	0.028017257	0.126245585	0.149003175
TCGA-B0-5108-11	TCGA-B0-5108	KIRC	normal	0.109698	0.058987967	0.057817927	0.2531576	0.074546875	0.0486065	0.041284867	0.032839029	0.117127339	0.108861225
TCGA-B0-5109-01	TCGA-B0-5109	KIRC	tumor	0.10371845	0.043421847	0.035304973	0.25070175	0.05578545	0.0522685	0.056693644	0.027070329	0.121137275	0.08269205
TCGA-B0-5109-11	TCGA-B0-5109	KIRC	normal	0.122340883	0.0475652	0.042566827	0.259012325	0.062359575	0.0543787	0.041274056	0.026421429	0.122182825	0.1144802
TCGA-B0-5110-01	TCGA-B0-5110	KIRC	tumor	0.138189733	0.059617873	0.079096936	0.203653825	0.064101925	0.35724522	0.050797944	0.0302809	0.13755725	0.193584775
TCGA-B0-5110-11	TCGA-B0-5110	KIRC	normal	0.1442713	0.053473993	0.05930299	0.253384875	0.070675975	0.3686382	0.044016922	0.027165286	0.121049694	0.141608075
TCGA-B0-5113-01	TCGA-B0-5113	KIRC	tumor	0.136090417	0.051859473	0.043835391	0.2479631	0.06151585	0.4609116	0.043425614	0.032532771	0.132666873	0.26317815
TCGA-B0-5113-11	TCGA-B0-5113	KIRC	normal	0.129818967	0.05127764	0.042451982	0.2506933	0.0830129	0.3408752	0.038488459	0.028758914	0.120487419	0.134480425
TCGA-B0-5115-01	TCGA-B0-5115	KIRC	tumor	0.147935083	0.0521914	0.046990909	0.251645625	0.075724225	0.05347028	0.039057578	0.027600214	0.119672671	0.142869575
TCGA-B0-5115-11	TCGA-B0-5115	KIRC	normal	0.129239183	0.04999536	0.041292482	0.2463388	0.061984425	0.0567123	0.042874889	0.027088629	0.123178963	0.117542475
TCGA-B0-5116-01	TCGA-B0-5116	KIRC	tumor	0.1139548	0.045164787	0.031922027	0.255255625	0.06382035	0.04693872	0.040012578	0.024696843	0.130002688	0.20631795
TCGA-B0-5116-11	TCGA-B0-5116	KIRC	normal	0.108940167	0.050055293	0.041537955	0.240377975	0.070229125	0.0495482	0.048517476	0.028323429	0.117267764	0.151051225
TCGA-B0-5117-01	TCGA-B0-5117	KIRC	tumor	0.089308817	0.051115047	0.078638455	0.261010275	0.063983025	0.0575237	0.038080516	0.027563671	0.081538138	0.235324275
TCGA-B0-5117-11	TCGA-B0-5117	KIRC	normal	0.110454267	0.05181424	0.082709582	0.24343695	0.070969225	0.04598658	0.04052789	0.026866357	0.122490978	0.096907525
TCGA-B0-5119-01	TCGA-B0-5119	KIRC	tumor	0.165130167	0.050361693	0.033485182	0.24780325	0.073295475	0.3170826	0.043697078	0.026318429	0.133463475	0.12716995
TCGA-B0-5119-11	TCGA-B0-5119	KIRC	normal	0.156014067	0.047151537	0.037240418	0.251544425	0.074242675	0.4066622	0.044159016	0.027004714	0.119663298	0.22361795
TCGA-B0-5120-01	TCGA-B0-5120	KIRC	tumor	0.1633721	0.04661602	0.082275264	0.249673525	0.069174525	0.4753068	0.040711333	0.027458557	0.135225413	0.196474125
TCGA-B0-5120-11	TCGA-B0-5120	KIRC	normal	0.1530174	0.045651307	0.082761809	0.25148815	0.079747675	0.3266266	0.038327552	0.0275211	0.126500243	0.12520205
TCGA-B0-5121-01	TCGA-B0-5121	KIRC	tumor	0.1507431	0.048367267	0.040764745	0.263442225	0.056766225	0.05117164	0.046266822	0.025289957	0.136603713	0.2319241
TCGA-B0-5121-11	TCGA-B0-5121	KIRC	normal	0.127480383	0.051188077	0.048500118	0.2461825	0.072513125	0.06151514	0.044000356	0.030142143	0.127617053	0.119671075
TCGA-B0-5400-01	TCGA-B0-5400	KIRC	tumor	0.085594567	0.040831968	0.075167282	0.25458115	0.06071965	0.4115704	0.051007556	0.032717357	0.13646983	0.1109444
TCGA-B0-5400-11	TCGA-B0-5400	KIRC	normal	0.092493217	0.036683273	0.064923518	0.2260969	0.0624393	0.381295	0.044978607	0.026055714	0.115454006	0.15753055
TCGA-B0-5402-01	TCGA-B0-5402	KIRC	tumor	0.096522783	0.032091293	0.066149118	0.185832525	0.045743175	0.04281288	0.044354291	0.027063071	0.129445445	0.14792475
TCGA-B0-5402-11	TCGA-B0-5402	KIRC	normal	0.11480945	0.036449133	0.075625318	0.24295235	0.0507592	0.03977802	0.041033677	0.0247814	0.126628176	0.13363035
TCGA-B0-5710-01	TCGA-B0-5710	KIRC	tumor	0.084653967	0.05940254	0.058988609	0.261711625	0.06682955	0.05427484	0.059915622	0.031381457	0.141654888	0.1974136
TCGA-B0-5710-11	TCGA-B0-5710	KIRC	normal	0.125715333	0.052743213	0.045892073	0.2568496	0.06486125	0.05254636	0.048802956	0.036579429	0.121560513	0.117725225
TCGA-B0-5711-01	TCGA-B0-5711	KIRC	tumor	0.100167317	0.052310507	0.080090764	0.2554	0.0541997	0.0573638	0.052368044	0.034385071	0.135040613	0.14958655
TCGA-B0-5711-11	TCGA-B0-5711	KIRC	normal	0.1525031	0.061042033	0.087349273	0.262700125	0.059176625	0.05150888	0.0512952	0.034356886	0.1342453	0.1529276
TCGA-B0-5712-01	TCGA-B0-5712	KIRC	tumor	0.087555983	0.070612653	0.048608145	0.2645642	0.063941875	0.41447062	0.050779478	0.036402	0.126838238	0.094134425
TCGA-B0-5712-11	TCGA-B0-5712	KIRC	normal	0.1355604	0.058583547	0.062713127	0.24759015	0.064906625	0.3729202	0.052876522	0.032860143	0.139134213	0.17900065
TCGA-B0-5713-01	TCGA-B0-5713	KIRC	tumor	0.119131033	0.065195387	0.058636455	0.259218225	0.05370445	0.4404248	0.054311378	0.034779086	0.1396091	0.179464775
TCGA-B0-5713-11	TCGA-B0-5713	KIRC	normal	0.130119167	0.061947913	0.059923273	0.259526325	0.058872325	0.358517	0.0549972	0.035319029	0.132888763	0.13863255
TCGA-B1-A47M-01	TCGA-B1-A47M	KIRP	tumor	0.126787867	0.04023102	0.036575045	0.24841265	0.05013115	0.0531023	0.039090756	0.027776286	0.1274201	0.208961575
TCGA-B1-A47M-11	TCGA-B1-A47M	KIRP	normal	0.096878667	0.040126033	0.031210864	0.2387016	0.065292825	0.05179706	0.051144789	0.029168629	0.114734613	0.1591337
TCGA-BC-A10Q-01	TCGA-BC-A10Q	LIHC	tumor	0.26765784	0.057152645	0.05202257	0.25449445	0.169485533	0.47608168	0.112410022	0.037955643	0.147701488	0.4736647
TCGA-BC-A10Q-11	TCGA-BC-A10Q	LIHC	normal	0.112751417	0.0524709	0.05198691	0.249692725	0.086060175	0.4244478	0.066457611	0.0332269	0.14219815	0.21825795
TCGA-BC-A10R-01	TCGA-BC-A10R	LIHC	tumor	0.123703983	0.036387981	0.042212264	0.218369575	0.156324525	0.32876306	0.083478267	0.032238357	0.140740775	0.250226225
TCGA-BC-A10R-11	TCGA-BC-A10R	LIHC	normal	0.1392692	0.044441753	0.042495736	0.2483571	0.080292425	0.3447201	0.065348144	0.037261457	0.148139025	0.216023175
TCGA-BC-A10S-01	TCGA-BC-A10S	LIHC	tumor	0.073301117	0.037322819	0.071833609	0.2623965	0.05580275	0.0438988	0.053265467	0.026259029	0.2217343	0.172388275
TCGA-BC-A10S-11	TCGA-BC-A10S	LIHC	normal	0.11326254	0.055678293	0.113513291	0.2490826	0.13082655	0.05364084	0.086899544	0.0832678	0.154303738	0.156851375
TCGA-BC-A10T-01	TCGA-BC-A10T	LIHC	tumor	0.097281083	0.040798603	0.032823209	0.25583325	0.09154015	0.05219542	0.090147733	0.02744053	0.268435525	0.236957725
TCGA-BC-A10T-11	TCGA-BC-A10T	LIHC	normal	0.119075917	0.044104583	0.062080345	0.2513535	0.08030335	0.0490939	0.0594819	0.028949771	0.137812488	0.248637575
TCGA-BC-A10U-01	TCGA-BC-A10U	LIHC	tumor	0.16647472	0.049436109	0.074276655	0.244322625	0.1159275	0.07462778	0.058844156	0.039802086	0.130719475	0.199402025
TCGA-BC-A10U-11	TCGA-BC-A10U	LIHC	normal	0.1228328	0.040088733	0.076238409	0.2456617	0.074912925	0.03932968	0.069046711	0.029636971	0.139024725	0.232587275
TCGA-BC-A10W-01	TCGA-BC-A10W	LIHC	tumor	0.098549883	0.041214673	0.0373641	0.25841745	0.063136975	0.057478	0.0434268	0.030076129	0.144505363	0.060324275
TCGA-BC-A10W-11	TCGA-BC-A10W	LIHC	normal	0.090995	0.039892287	0.039799473	0.266562775	0.07405305	0.04988348	0.062601178	0.030315457	0.149458588	0.208027525
TCGA-BC-A10X-01	TCGA-BC-A10X	LIHC	tumor	0.08573695	0.037521135	0.079263136	0.26612375	0.055348175	0.32534076	0.050453144	0.028052414	0.142703	0.22941305
TCGA-BC-A10X-11	TCGA-BC-A10X	LIHC	normal	0.11226786	0.048070913	0.080367536	0.260844875	0.053004867	0.3857454	0.070767844	0.039372914	0.150853763	0.234616725
TCGA-BC-A10Y-01	TCGA-BC-A10Y	LIHC	tumor	0.075195533	0.051002413	0.033655245	0.192558	0.049821125	0.04890218	0.043447289	0.029641529	0.12740695	0.051497525
TCGA-BC-A10Y-11	TCGA-BC-A10Y	LIHC	normal	0.109806217	0.04549524	0.043524791	0.255802	0.117359775	0.05267024	0.0615076	0.032657514	0.1494122	0.25873855
TCGA-BC-A10Z-01	TCGA-BC-A10Z	LIHC	tumor	0.078118067	0.038847576	0.043083636	0.2611503	0.05606755	0.0916055	0.034716256	0.0286851	0.142023938	0.047747775
TCGA-BC-A10Z-11	TCGA-BC-A10Z	LIHC	normal	0.125131967	0.039797198	0.046147809	0.254489875	0.05144345	0.4091344	0.058019111	0.032781886	0.138474138	0.2392589
TCGA-BC-A110-01	TCGA-BC-A110	LIHC	tumor	0.08867045	0.042685766	0.033332191	0.2412554	0.0666829	0.4032152	0.051157511	0.030455871	0.137243563	0.23217545
TCGA-BC-A110-11	TCGA-BC-A110	LIHC	normal	0.085588333	0.04427984	0.043094482	0.257196375	0.053954025	0.3798108	0.048788511	0.029734057	0.14116535	0.2502445
TCGA-BC-A112-01	TCGA-BC-A112	LIHC	tumor	0.140468083	0.042662393	0.039067391	0.23111825	0.061992225	0.05274544	0.054353733	0.027570857	0.072898538	0.0729541
TCGA-BC-A112-11	TCGA-BC-A112	LIHC	normal	0.120732217	0.051659833	0.043202373	0.23874275	0.0961853	0.0556117	0.077845978	0.036518957	0.139000063	0.236643175
TCGA-BC-A216-01	TCGA-BC-A216	LIHC	tumor	0.203235633	0.043358993	0.077615018	0.266027275	0.079353725	0.22495882	0.072992833	0.029002729	0.137014063	0.0883022
TCGA-BC-A216-11	TCGA-BC-A216	LIHC	normal	0.118581567	0.044900327	0.089836264	0.266157175	0.1155237	0.337902	0.06041643	0.031439386	0.14845045	0.229870575
TCGA-BD-A2L6-01	TCGA-BD-A2L6	LIHC	tumor	0.088674933	0.046059708	0.034481245	0.241407825	0.082341375	0.05796862	0.049236389	0.030051471	0.127397113	0.05695575
TCGA-BD-A2L6-11	TCGA-BD-A2L6	LIHC	normal	0.08880695	0.049933867	0.046962455	0.25858645	0.061612075	0.04776122	0.061871333	0.036786071	0.134319075	0.224371
TCGA-BD-A3EP-01	TCGA-BD-A3EP	LIHC	tumor	0.082073833	0.0526463	0.031809109	0.2507136	0.06196185	0.3830414	0.049259244	0.031389543	0.135171938	0.13486805
TCGA-BD-A3EP-11	TCGA-BD-A3EP	LIHC	normal	0.110347517	0.049851712	0.033484027	0.253034525	0.0655368	0.4259136	0.058298811	0.036134657	0.138615063	0.2448365
TCGA-BG-A0MA-01	TCGA-BG-A0MA	UCEC	tumor	0.091305283	0.084922633	0.073677264	0.12729825	0.061580975	0.4732154	0.058719622	0.042476214	0.153682225	0.1181676
TCGA-BG-A0MA-11	TCGA-BG-A0MA	UCEC	normal	0.120631633	0.099625087	0.081063736	0.253702925	0.0673747	0.3811676	0.073952344	0.043293514	0.1470352	0.2127636
TCGA-BG-A2AD-01	TCGA-BG-A2AD	UCEC	tumor	0.163689217	0.05449346	0.044695836	0.238731975	0.06456775	0.5267206	0.071920778	0.037790186	0.139826963	0.200726825
TCGA-BG-A2AD-11	TCGA-BG-A2AD	UCEC	normal	0.180542083	0.078034493	0.058736418	0.234121125	0.10782045	0.3201392	0.080137967	0.043153343	0.137106363	0.216171775
TCGA-BG-A2AE-01	TCGA-BG-A2AE	UCEC	tumor	0.205191933	0.053432067	0.048661991	0.254411875	0.050066325	0.465047	0.0658419	0.027521129	0.131049388	0.25414725
TCGA-BG-A2AE-11	TCGA-BG-A2AE	UCEC	normal	0.1317945	0.054977053	0.055166	0.236626125	0.086216825	0.3009594	0.061686856	0.0388795	0.1387028	0.1919324
